run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	18.01	403.37	1749.04	3511.19	50.56	7544.63	NA	2.65
2	18.35	408.60	1719.97	3574.99	50.34	6043.99	NA	2.56
3	18.33	408.54	1722.25	3574.99	50.40	6305.82	NA	2.59
4	17.71	400.72	1778.43	3773.42	50.56	5794.55	NA	2.86
5	18.31	404.12	1721.13	3706.08	50.36	7655.79	NA	2.33
6	18.19	412.37	1732.23	3773.42	58.63	7362.97	NA	2.99
7	18.02	403.65	1750.62	3773.42	50.38	6654.23	NA	2.66
8	18.18	408.61	1732.15	3773.42	54.30	6189.11	NA	2.78
9	18.50	417.88	1702.85	3706.08	53.29	6204.48	NA	2.94
10	18.11	410.38	1743.74	3841.98	50.23	9616.20	NA	2.97
