run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	770.52	17349.29	41.52	87.56	1.40	250.60	NA	119.26
2	773.32	17353.60	41.37	86.00	1.37	244.89	NA	116.13
3	771.84	17337.94	41.45	87.56	1.25	269.83	NA	116.99
4	781.38	17556.83	40.94	86.00	1.27	238.89	NA	118.69
5	775.32	17469.48	41.26	87.56	1.34	243.55	NA	120.74
6	774.19	17396.43	41.32	86.00	1.36	252.48	NA	117.71
7	784.42	17565.54	40.78	86.00	1.38	269.70	NA	115.45
8	775.27	17468.67	41.27	86.00	1.37	224.41	NA	120.82
9	773.26	17413.36	41.37	86.00	1.44	265.96	NA	119.85
10	774.01	17391.64	41.33	86.00	1.37	255.44	NA	117.59
