,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:28:30.151,667187226,0.01,39244,667187226,667187226,0.01,39083,667187226,667188094,0.01,38073,667188094,667188094,0.01,37922,667188094,667188466,0.01,37168,667188466,667188466,0.01,37055,667188466,667188879,0.01,36361,667188879,667188879,0.01,36177,667188879,800611856,94.62,94.62,0.00,1608221,24.54,24.54,59,479756,7.32,7.32,667130889,0.01,37244,667130889,667130889,0.01,37316,667130889,667131146,0.01,37036,667131146,667131146,0.01,37101,667131146,667131331,0.01,36883,667131331,667131331,0.01,36916,667131331,667131527,0.01,36864,667131527,667131527,0.01,36863,667131527,800601871,99.86,99.86,0.00,1532525,23.38,23.38,55,583353,8.90,8.90,
2026-04-01,21:28:31.151,666681075,0.01,37631,666681075,666681075,0.01,37580,666681075,666682086,0.01,36661,666682086,666682086,0.01,36756,666682086,666668436,0.01,50576,666668436,666668436,0.01,50595,666668436,666668979,0.01,50038,666668979,666668979,0.01,50044,666668979,800048439,94.29,94.29,0.00,1620358,24.72,24.72,59,480214,7.33,7.33,666671241,0.01,37612,666671241,666671241,0.01,37691,666671241,666671597,0.01,37269,666671597,666671597,0.01,37190,666671597,666672050,0.01,36636,666672050,666672050,0.01,36484,666672050,666672444,0.01,35956,666672444,666672444,0.01,36000,666672444,800040829,99.93,99.93,0.00,1528717,23.33,23.33,54,573026,8.74,8.74,
2026-04-01,21:28:32.151,666498983,0.01,36848,666498983,666498983,0.01,36834,666498983,666499708,0.01,35906,666499708,666499708,0.01,35720,666499708,666499876,0.01,35323,666499876,666499876,0.01,35292,666499876,666500019,0.01,34948,666500019,666500019,0.01,34911,666500019,799838566,94.60,94.60,0.00,1611460,24.59,24.59,59,479221,7.31,7.31,666508743,0.01,36868,666508743,666508743,0.01,36712,666508743,666509177,0.01,36321,666509177,666509177,0.01,36324,666509177,666509478,0.01,36019,666509478,666509478,0.01,36016,666509478,666509692,0.01,35806,666509692,666509692,0.01,35706,666509692,799855391,99.93,99.93,0.00,1528697,23.33,23.33,56,574973,8.77,8.77,
2026-04-01,21:28:33.151,666508572,0.01,37462,666508572,666508572,0.01,37732,666508572,666509553,0.01,37038,666509553,666509553,0.01,37231,666509553,666510173,0.01,36835,666510173,666510173,0.01,36867,666510173,666510846,0.01,36395,666510846,666510846,0.01,36424,666510846,799856730,94.48,94.48,0.00,1621039,24.74,24.74,58,478728,7.30,7.30,666496589,0.01,36617,666496589,666496589,0.01,36599,666496589,666496897,0.01,36129,666496897,666496897,0.01,36063,666496897,666497197,0.01,35702,666497197,666497197,0.01,35741,666497197,666497594,0.01,35426,666497594,666497594,0.01,35470,666497594,799865273,99.95,99.95,0.00,1529236,23.33,23.33,55,577016,8.80,8.80,
2026-04-01,21:28:34.151,666527138,0.01,38199,666527138,666527138,0.01,37953,666527138,666527989,0.01,36811,666527989,666527989,0.01,36692,666527989,666528515,0.01,35993,666528515,666528515,0.01,35977,666528515,666528930,0.01,35670,666528930,666528930,0.01,35714,666528930,799879542,94.41,94.41,0.00,1619921,24.72,24.72,60,481478,7.35,7.35,666529658,0.01,36806,666529658,666529658,0.01,36780,666529658,666530157,0.01,36342,666530157,666530157,0.01,36363,666530157,666530471,0.01,36042,666530471,666530471,0.01,36034,666530471,666531170,0.01,35321,666531170,666531170,0.01,35411,666531170,799853941,99.83,99.83,0.00,1530942,23.36,23.36,55,575749,8.79,8.79,
2026-04-01,21:28:35.151,666524339,0.01,38140,666524339,666524339,0.01,38147,666524339,666525435,0.01,37309,666525435,666525435,0.01,37489,666525435,666525879,0.01,37137,666525879,666525879,0.01,37203,666525879,666526444,0.01,36486,666526444,666526444,0.01,36469,666526444,799876023,94.17,94.17,0.00,1625796,24.81,24.81,60,483001,7.37,7.37,666526470,0.01,37056,666526470,666526470,0.01,37144,666526470,666526922,0.01,36836,666526922,666526922,0.01,36890,666526922,666527380,0.01,36533,666527380,666527380,0.01,36505,666527380,666528084,0.01,35917,666528084,666528084,0.01,35795,666528084,799877492,99.88,99.88,0.00,1529249,23.33,23.33,55,586635,8.95,8.95,
2026-04-01,21:28:36.151,667179628,0.01,37161,667179628,667179628,0.01,37203,667179628,667180231,0.01,36442,667180231,667180231,0.01,36249,667180231,667180551,0.01,35873,667180551,667180551,0.01,35823,667180551,667181064,0.01,35216,667181064,667181064,0.01,35148,667181064,800656870,94.52,94.52,0.00,1609319,24.56,24.53,60,479748,7.32,7.31,667176764,0.01,36463,667176764,667176764,0.01,36442,667176764,667177004,0.01,36276,667177004,667177004,0.01,36267,667177004,667177148,0.01,36091,667177148,667177148,0.01,36161,667177148,667177378,0.01,35816,667177378,667177378,0.01,35791,667177378,800654177,99.94,99.94,0.00,1530000,23.35,23.32,56,582456,8.89,8.88,
2026-04-01,21:28:37.151,666508034,0.01,36763,666508034,666508034,0.01,36743,666508034,666508712,0.01,36173,666508712,666508712,0.01,36147,666508712,666508914,0.01,35956,666508914,666508914,0.01,35950,666508914,666509310,0.01,35604,666509310,666509310,0.01,35596,666509310,799853939,94.60,94.60,0.00,1611951,24.60,24.62,58,484638,7.39,7.40,666507587,0.01,36942,666507587,666507587,0.01,36931,666507587,666507869,0.01,36461,666507869,666507869,0.01,36457,666507869,666508205,0.01,36130,666508205,666508205,0.01,36057,666508205,666508542,0.01,35706,666508542,666508542,0.01,35815,666508542,799855395,99.99,99.99,0.00,1528066,23.32,23.34,56,589567,9.00,9.01,
2026-04-01,21:28:38.151,666503803,0.01,36872,666503803,666503803,0.01,36919,666503803,666504491,0.01,36136,666504491,666504491,0.01,36193,666504491,666504782,0.01,35881,666504782,666504782,0.01,35869,666504782,666505050,0.01,35610,666505050,666505050,0.01,35612,666505050,799866763,94.35,94.35,0.00,1610861,24.58,24.58,59,479877,7.32,7.32,666519981,0.01,36699,666519981,666519981,0.01,36750,666519981,666520448,0.01,36329,666520448,666520448,0.01,36344,666520448,666520661,0.01,36155,666520661,666520661,0.01,36159,666520661,666520929,0.01,35821,666520929,666520929,0.01,35724,666520929,799870013,99.90,99.90,0.00,1532513,23.38,23.38,55,585508,8.93,8.93,
