run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	586.52	13178.05	54.54	114.72	2.52	370.65	NA	89.05
2	580.47	13043.82	55.10	116.80	2.51	269.24	NA	88.22
3	584.42	13149.35	54.73	116.80	2.50	381.78	NA	89.91
4	585.60	13149.15	54.62	116.80	2.59	335.38	NA	88.47
5	581.21	13114.51	55.03	116.80	2.58	298.59	NA	91.68
6	581.00	13026.04	55.05	114.72	2.41	306.28	NA	86.49
7	579.88	13012.00	55.16	116.80	2.47	289.57	NA	87.00
8	581.38	13040.17	55.02	116.80	2.41	277.25	NA	86.90
9	577.07	13013.85	55.43	116.80	2.34	305.64	NA	90.56
10	579.25	13053.59	55.22	118.92	2.59	332.89	NA	90.39
