run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	647.45	14519.41	49.40	102.97	3.49	276.28	NA	96.59
2	646.02	14503.93	49.51	104.84	3.48	274.89	NA	97.46
3	642.08	14402.47	49.81	104.84	3.28	287.42	NA	96.00
4	642.69	14443.20	49.76	104.84	3.39	281.99	NA	97.83
5	642.90	14441.66	49.75	104.84	3.51	292.36	NA	97.44
6	629.91	14168.18	50.78	106.75	3.36	300.07	NA	96.54
7	639.26	14365.53	50.03	104.84	3.54	250.02	NA	97.21
8	642.95	14456.73	49.74	104.84	3.45	272.69	NA	98.28
9	644.33	14467.87	49.64	104.84	3.37	314.68	NA	97.28
10	643.91	14406.35	49.67	104.84	3.29	307.26	NA	94.03
