run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	408.64	9157.19	78.27	164.45	3.83	421.57	NA	60.52
2	405.24	9122.68	78.92	167.44	4.16	424.46	NA	62.62
3	405.66	9104.08	78.84	167.44	3.70	528.20	NA	60.97
4	407.92	9161.98	78.41	167.44	3.94	404.68	NA	61.77
5	406.09	9124.15	78.76	167.44	3.98	435.76	NA	61.71
6	407.36	9158.87	78.51	167.44	3.89	383.60	NA	62.21
7	406.73	9141.06	78.64	167.44	3.92	427.43	NA	61.91
8	408.48	9162.49	78.30	167.44	4.12	430.87	NA	61.12
9	405.98	9113.03	78.78	167.44	3.68	528.80	NA	61.08
10	405.34	9126.30	78.90	167.44	4.11	464.57	NA	62.77
