run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	377.47	8471.92	84.76	277.21	2.32	847.23	NA	56.73
2	386.89	8668.16	82.68	253.35	2.71	3490.14	NA	57.22
3	367.88	8241.68	86.96	272.27	2.59	827.52	NA	54.36
4	375.55	8397.73	85.19	257.95	2.88	1484.09	NA	54.50
5	399.88	8953.76	79.90	248.83	2.80	1021.59	NA	58.82
6	386.97	8661.68	82.68	262.64	2.70	723.90	NA	56.73
7	382.05	8539.29	83.74	257.95	2.89	1618.47	NA	55.26
8	419.97	9385.94	76.09	231.53	2.82	2950.84	NA	60.76
9	391.19	8786.96	81.76	262.64	2.61	1144.92	NA	59.24
10	379.31	8495.70	84.30	262.64	2.90	858.04	NA	55.97
