run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.93	354.97	1977.43	4128.91	61.53	7608.14	NA	2.24
2	15.84	355.70	1989.69	4203.93	62.68	7340.08	NA	2.39
3	15.69	353.84	2007.35	4280.32	58.82	6929.84	NA	2.47
4	16.09	362.25	1955.84	4203.93	58.84	7736.11	NA	2.50
5	15.63	345.40	2016.92	4280.32	58.85	7383.60	NA	2.02
6	15.63	354.92	2014.88	4280.32	65.37	9157.68	NA	2.61
7	15.88	357.54	1982.73	4128.91	57.70	8707.60	NA	2.45
8	15.52	352.33	2027.61	4358.09	59.18	7652.36	NA	2.58
9	15.80	356.88	1993.44	4280.32	67.24	9543.64	NA	2.52
10	16.46	363.57	1913.66	4128.91	56.65	6915.68	NA	2.11
