run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	758.56	17062.91	42.17	89.16	1.97	270.89	NA	116.36
2	761.30	17105.62	42.02	89.16	1.90	234.31	NA	115.62
3	757.29	17005.13	42.24	89.16	1.83	251.57	NA	114.34
4	762.57	17136.87	41.95	87.56	1.90	226.17	NA	115.95
5	760.48	17068.96	42.06	87.56	1.89	230.52	NA	114.44
6	756.76	17022.69	42.27	89.16	1.96	255.86	NA	116.17
7	757.34	16996.92	42.24	89.16	1.93	248.32	NA	113.79
8	756.74	17042.67	42.27	89.16	1.98	272.46	NA	117.32
9	753.55	16937.58	42.45	89.16	1.78	234.76	NA	114.80
10	760.47	17072.79	42.07	89.16	1.87	268.32	NA	114.61
