run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	444.00	9956.26	72.05	240.02	2.56	822.81	NA	66.21
2	431.60	9649.35	74.13	240.02	2.84	2215.08	NA	62.58
3	449.73	10060.41	70.90	235.74	3.00	762.53	NA	65.56
4	454.98	10212.80	70.32	219.36	2.84	1700.68	NA	68.48
5	448.23	10091.36	71.38	235.74	2.72	841.37	NA	69.31
6	440.08	9852.31	72.67	235.74	2.86	1943.58	NA	64.63
7	452.51	10150.59	70.70	223.34	2.70	623.70	NA	67.68
8	432.87	9702.39	73.91	227.40	2.96	2241.29	NA	64.24
9	444.43	9953.56	71.98	223.34	2.87	1106.14	NA	65.54
10	446.81	10033.05	71.53	223.34	2.70	2652.26	NA	67.47
