run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	737.51	16551.09	43.38	92.42	1.46	233.49	NA	110.76
2	722.89	16337.11	44.25	94.10	1.35	211.83	NA	115.54
3	736.40	16525.03	43.44	90.78	1.38	309.67	NA	110.58
4	734.86	16522.90	43.53	92.42	1.42	247.88	NA	112.26
5	732.27	16486.62	43.69	92.42	1.39	336.20	NA	113.29
6	744.83	16710.93	42.95	90.78	1.46	260.32	NA	111.64
7	736.81	16553.91	43.42	92.42	1.30	355.33	NA	111.82
8	731.92	16472.34	43.71	92.42	1.40	256.52	NA	112.82
9	730.91	16437.78	43.77	92.42	1.38	249.73	NA	111.95
10	725.99	16347.13	44.06	94.10	1.45	268.44	NA	112.38
