run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	353.93	7936.07	90.37	262.64	2.83	2529.99	NA	52.76
2	397.60	8897.86	80.45	248.83	2.82	919.50	NA	58.22
3	382.35	8580.07	83.67	257.95	2.96	1786.57	NA	57.42
4	394.20	8841.61	81.16	244.38	3.02	752.32	NA	58.93
5	377.91	8466.13	84.66	262.64	2.90	634.45	NA	55.84
6	379.34	8509.22	84.34	257.95	3.11	1380.09	NA	56.71
7	383.52	8606.68	83.42	262.64	2.58	766.97	NA	57.56
8	382.13	8593.07	83.72	262.64	2.97	1899.42	NA	58.43
9	393.51	8826.19	81.30	244.38	3.07	720.30	NA	58.80
10	384.06	8610.07	83.30	253.35	2.90	1645.83	NA	57.15
