run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	10.48	232.03	2975.67	6247.39	100.35	9667.82	NA	1.38
2	10.54	236.47	2955.30	6360.91	91.99	10502.96	NA	1.58
3	10.28	227.52	3037.04	6713.97	100.21	10396.44	NA	1.36
4	10.49	235.64	2971.83	6476.48	115.79	11774.53	NA	1.58
5	10.06	224.54	3100.73	5813.24	100.24	13618.83	NA	1.44
6	10.04	224.15	3107.62	6247.39	91.96	10912.16	NA	1.44
7	10.35	233.51	3013.33	6594.16	108.59	11406.99	NA	1.63
8	10.54	242.61	2957.59	6594.16	108.60	12452.11	NA	1.94
9	10.63	237.09	2934.59	6247.39	100.32	10805.73	NA	1.50
10	10.82	240.55	2874.11	6135.91	91.79	10461.99	NA	1.48
