run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	389.06	8717.78	82.21	244.38	3.00	2079.01	NA	57.64
2	393.92	8827.64	81.21	257.95	2.81	802.21	NA	58.42
3	390.71	8775.96	81.88	231.53	2.88	2340.77	NA	59.20
4	394.13	8829.68	81.13	253.35	2.85	939.75	NA	58.26
5	382.71	8604.87	83.59	253.35	2.95	2777.59	NA	58.47
6	392.17	8761.26	81.58	262.64	2.76	822.08	NA	56.44
7	382.01	8564.99	83.75	248.83	2.95	2326.40	NA	56.94
8	395.87	8840.85	80.79	248.83	2.92	726.75	NA	56.86
9	385.74	8652.50	82.93	240.02	2.89	2595.45	NA	57.67
10	396.45	8846.68	80.70	257.95	3.06	861.83	NA	56.48
