run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	788.45	17709.21	40.58	86.00	1.36	252.58	NA	119.40
2	784.57	17649.75	40.78	86.00	1.43	235.19	NA	120.53
3	782.36	17645.35	40.89	86.00	1.39	241.59	NA	122.96
4	781.83	17570.37	40.92	86.00	1.44	232.88	NA	119.02
5	781.92	17557.99	40.91	86.00	1.37	241.84	NA	118.13
6	778.19	17487.57	41.11	86.00	1.42	241.66	NA	118.37
7	770.79	17354.93	41.51	87.56	1.35	418.08	NA	119.29
8	779.84	17548.27	41.02	86.00	1.45	255.72	NA	120.14
9	766.64	17270.18	41.73	87.56	1.44	266.98	NA	119.23
10	773.42	17423.37	41.36	87.56	1.42	284.46	NA	120.26
