run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	13.88	313.99	2260.20	4855.31	58.87	10455.02	NA	2.23
2	14.92	335.51	2104.27	4599.99	61.50	7440.18	NA	2.29
3	14.91	336.72	2107.65	4517.90	49.08	7641.31	NA	2.38
4	14.80	337.69	2127.70	4437.27	63.73	7563.60	NA	2.56
5	14.82	330.80	2121.08	4517.90	58.88	9230.99	NA	2.10
6	14.79	333.18	2126.86	4437.27	67.08	7812.14	NA	2.30
7	15.24	346.76	2062.47	4437.27	66.92	7365.28	NA	2.59
8	14.94	332.15	2105.38	4358.09	66.57	10851.26	NA	2.05
9	15.00	337.45	2097.42	4280.32	67.20	6980.11	NA	2.30
10	14.98	331.96	2097.13	4280.32	58.57	7323.19	NA	1.99
