run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	758.93	17071.17	42.15	87.56	1.46	260.69	NA	116.47
2	768.12	17289.89	41.65	87.56	1.37	289.13	NA	118.64
3	753.85	17007.03	42.44	89.16	1.36	247.36	NA	118.75
4	763.30	17117.09	41.91	87.56	1.40	233.70	NA	113.89
5	751.56	16918.58	42.57	89.16	1.33	214.52	NA	116.15
6	749.11	16856.17	42.71	90.78	1.39	253.51	NA	115.30
7	753.14	16914.33	42.48	89.16	1.39	240.49	NA	113.90
8	756.57	17009.30	42.29	89.16	1.33	272.02	NA	115.57
9	754.09	16925.78	42.42	89.16	1.45	239.38	NA	113.45
10	738.41	16602.93	43.32	90.78	1.45	247.04	NA	112.85
