run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	646.36	14497.16	49.48	104.84	3.06	262.02	NA	96.59
2	635.20	14278.48	50.35	104.84	3.61	278.29	NA	96.80
3	641.64	14388.57	49.85	104.84	3.24	298.71	NA	95.74
4	640.85	14355.65	49.91	104.84	3.56	291.62	NA	94.65
5	645.30	14497.32	49.56	104.84	3.25	281.21	NA	97.78
6	642.01	14456.87	49.82	104.84	3.41	329.56	NA	99.51
7	633.02	14173.26	50.52	106.75	3.28	295.04	NA	93.10
8	644.07	14487.13	49.66	104.84	3.26	285.41	NA	98.76
9	632.50	14192.13	50.57	106.75	3.42	348.93	NA	94.88
10	636.52	14272.91	50.25	106.75	3.45	325.53	NA	94.89
