run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	756.00	16979.42	42.31	89.16	1.84	222.14	NA	114.33
2	751.22	16913.75	42.58	89.16	1.91	249.90	NA	116.20
3	753.78	16986.19	42.44	89.16	1.91	236.96	NA	117.60
4	753.64	16942.80	42.44	89.16	1.98	270.65	NA	114.95
5	751.78	16873.55	42.55	89.16	1.95	272.86	NA	113.09
6	756.42	16996.84	42.29	89.16	1.93	274.85	NA	114.96
7	755.02	16941.42	42.36	89.16	1.95	226.19	NA	113.28
8	755.95	16970.45	42.31	89.16	1.96	227.32	NA	113.85
9	753.66	16935.26	42.44	89.16	1.96	237.40	NA	114.47
10	755.71	16983.11	42.33	89.16	1.88	257.89	NA	114.98
