run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	768.57	17295.36	41.63	87.56	1.42	286.92	NA	118.35
2	767.09	17261.18	41.70	87.56	1.27	261.63	NA	118.08
3	763.22	17172.87	41.92	89.16	1.36	259.32	NA	117.47
4	769.69	17265.75	41.57	87.56	1.39	247.12	NA	115.22
5	765.18	17191.47	41.81	87.56	1.46	250.27	NA	116.15
6	763.92	17187.47	41.87	87.56	1.33	248.94	NA	117.42
7	764.03	17156.35	41.87	87.56	1.40	224.90	NA	115.39
8	764.58	17203.27	41.84	89.16	1.37	250.41	NA	117.60
9	763.87	17149.96	41.87	87.56	1.40	232.88	NA	115.20
10	772.73	17360.76	41.40	87.56	1.44	249.32	NA	117.32
