run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	583.71	13084.75	54.80	116.80	2.57	262.64	NA	86.84
2	580.63	13053.38	55.09	116.80	2.39	372.69	NA	88.59
3	582.51	13061.55	54.92	114.72	2.57	305.41	NA	86.93
4	584.08	13139.33	54.77	116.80	2.53	311.50	NA	89.63
5	580.25	13059.81	55.13	118.92	2.54	339.42	NA	89.51
6	582.91	13083.33	54.88	116.80	2.54	293.99	NA	87.68
7	585.12	13158.70	54.67	114.72	2.58	329.45	NA	89.59
8	585.10	13171.62	54.67	116.80	2.48	314.66	NA	90.38
9	580.17	13053.56	55.14	116.80	2.39	266.39	NA	89.22
10	586.20	13167.35	54.57	114.72	2.56	280.71	NA	88.84
