run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	644.63	14443.94	49.61	104.84	3.48	285.71	NA	95.45
2	645.95	14493.86	49.50	104.84	3.52	284.61	NA	96.91
3	648.03	14549.23	49.35	104.84	3.52	288.46	NA	97.75
4	639.26	14356.25	50.03	106.75	3.48	273.99	NA	96.56
5	639.10	14389.16	50.04	106.75	3.30	261.04	NA	98.84
6	648.42	14557.21	49.31	102.97	2.93	355.92	NA	97.78
7	637.04	14293.72	50.20	104.84	3.41	295.50	NA	95.50
8	639.89	14346.66	49.98	104.84	3.44	275.53	NA	95.32
9	643.01	14447.08	49.73	104.84	3.49	285.51	NA	97.63
10	648.21	14562.31	49.33	104.84	3.37	300.20	NA	98.30
