run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	365.95	8226.18	87.39	183.21	3.79	411.82	NA	55.84
2	357.78	8036.36	89.39	189.93	3.95	663.99	NA	54.21
3	364.43	8200.13	87.76	186.54	4.26	502.92	NA	56.07
4	356.97	8023.03	89.59	189.93	4.59	484.74	NA	54.34
5	364.03	8176.16	87.86	186.54	4.18	600.64	NA	55.08
6	365.69	8212.69	87.46	183.21	3.93	424.61	NA	55.33
7	363.87	8197.91	87.89	189.93	4.06	481.58	NA	56.61
8	367.57	8240.04	87.00	183.21	3.82	483.90	NA	54.66
9	365.91	8200.15	87.41	183.21	3.93	528.33	NA	54.25
10	366.92	8216.14	87.16	183.21	3.70	463.16	NA	54.01
