run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	14.88	332.51	2110.97	4437.27	64.36	7397.70	NA	2.14
2	15.06	332.71	2088.47	4055.23	65.45	9824.47	NA	1.95
3	15.15	345.16	2075.72	4437.27	60.34	7508.66	NA	2.59
4	15.03	338.53	2093.65	4358.09	59.50	8955.52	NA	2.33
5	14.97	341.47	2103.71	4599.99	67.22	8228.60	NA	2.59
6	15.46	341.44	2036.65	4280.32	61.57	7148.70	NA	1.98
7	15.57	348.89	2020.04	4358.09	66.92	7383.07	NA	2.32
8	15.07	337.02	2088.98	4280.32	65.83	7231.62	NA	2.21
9	15.15	338.06	2076.78	4358.09	67.10	7727.75	NA	2.16
10	15.19	335.88	2073.81	4358.09	66.16	9315.23	NA	1.97
