run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	18.32	409.25	1720.85	3639.94	50.42	6391.01	NA	2.63
2	18.52	411.54	1701.50	3574.99	55.97	7435.40	NA	2.54
3	18.01	405.19	1752.47	3639.94	50.33	6304.71	NA	2.77
4	18.35	408.78	1718.48	3574.99	50.49	5753.39	NA	2.57
5	18.06	396.54	1746.67	3773.42	50.56	6561.09	NA	2.17
6	18.78	419.00	1675.96	3773.42	53.27	6909.79	NA	2.68
7	18.41	416.60	1712.48	3639.94	50.64	8281.10	NA	2.98
8	18.60	413.76	1695.01	3639.94	50.47	6294.09	NA	2.57
9	17.66	396.27	1786.47	3706.08	49.98	6776.04	NA	2.65
10	18.07	404.53	1745.96	3706.08	59.07	6524.65	NA	2.65
