run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	8657.89	138526.27	3.69	4.10	2.32	8.08	NA	0.00
2	8664.81	138636.92	3.69	4.10	2.35	7.44	NA	0.00
3	8657.95	138527.17	3.69	4.10	2.23	8.16	NA	0.00
4	8658.40	138534.35	3.69	4.10	2.26	6.95	NA	0.00
5	8658.43	138534.81	3.69	4.10	2.30	8.40	NA	0.00
6	8660.89	138574.16	3.69	4.10	2.32	8.75	NA	0.00
7	8657.90	138526.36	3.69	4.10	2.37	8.23	NA	0.00
8	8651.02	138416.32	3.70	4.10	2.30	8.35	NA	0.00
9	8648.92	138382.67	3.70	4.10	2.33	8.26	NA	0.00
10	8654.15	138466.43	3.70	4.10	2.41	8.49	NA	0.00
