run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	226.87	5077.40	140.95	292.60	8.77	723.70	NA	33.24
2	226.38	5080.87	141.25	297.92	9.29	645.59	NA	34.03
3	228.68	5131.03	139.81	292.60	9.82	723.96	NA	34.27
4	229.05	5126.18	139.61	292.60	9.47	707.95	NA	33.55
5	227.04	5097.39	140.85	292.60	10.48	746.83	NA	34.24
6	227.74	5087.94	140.40	292.60	8.73	795.84	NA	32.82
7	227.63	5091.11	140.48	297.92	10.40	717.43	NA	33.09
8	226.64	5079.56	141.07	297.92	9.74	791.52	NA	33.66
9	226.69	5078.66	141.06	297.92	9.59	623.79	NA	33.54
10	227.50	5099.03	140.57	292.60	9.51	701.67	NA	33.79
