run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	586.08	13149.22	54.58	116.80	2.41	416.58	NA	87.82
2	584.51	13133.60	54.73	116.80	2.54	293.66	NA	88.81
3	585.79	13144.75	54.61	114.72	2.44	305.47	NA	88.00
4	583.80	13099.45	54.79	114.72	2.49	338.38	NA	87.56
5	585.63	13144.79	54.62	114.72	2.51	313.98	NA	88.16
6	583.96	13118.29	54.78	116.80	2.56	323.42	NA	88.56
7	585.96	13173.14	54.59	114.72	2.47	298.18	NA	89.51
8	584.87	13154.44	54.70	116.80	2.49	266.37	NA	89.63
9	587.03	13183.86	54.49	114.72	2.58	327.73	NA	88.77
10	583.72	13145.33	54.80	116.80	2.28	323.75	NA	90.49
