run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	871.75	19560.62	36.69	75.82	2.52	224.14	NA	130.75
2	871.41	19577.66	36.71	75.82	2.59	213.70	NA	132.30
3	873.29	19532.48	36.63	75.82	2.52	221.24	NA	127.17
4	873.98	19598.55	36.60	75.82	2.41	221.00	NA	130.40
5	876.42	19654.79	36.50	75.82	2.36	220.09	NA	130.84
6	873.22	19555.18	36.63	77.19	2.57	203.18	NA	128.70
7	868.18	19406.53	36.84	75.82	2.59	231.78	NA	125.67
8	869.45	19478.11	36.79	77.19	2.58	198.75	NA	128.57
9	877.60	19676.86	36.45	75.82	2.42	192.13	NA	130.72
10	872.14	19592.97	36.68	77.19	2.49	193.56	NA	132.22
