run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	763.55	17170.98	41.90	87.56	1.42	289.38	NA	116.86
2	758.12	17007.82	42.20	89.16	1.35	284.90	NA	113.53
3	763.67	17166.56	41.89	87.56	1.38	292.52	NA	116.46
4	764.14	17181.80	41.87	87.56	1.36	247.79	NA	116.85
5	756.36	17031.63	42.30	89.16	1.45	265.28	NA	117.17
6	750.19	16827.58	42.64	89.16	1.46	246.84	NA	112.23
7	741.18	16703.97	43.16	90.78	1.34	258.34	NA	115.66
8	757.90	17023.05	42.21	89.16	1.32	298.76	NA	114.74
9	759.13	17070.02	42.14	89.16	1.43	273.09	NA	116.21
10	774.64	17425.17	41.30	86.00	1.41	249.23	NA	118.87
