run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.48	347.30	2033.75	4280.32	67.20	8218.02	NA	2.32
2	15.36	344.02	2046.44	4280.32	59.01	7054.91	NA	2.27
3	15.30	345.61	2056.95	4517.90	53.61	8416.93	NA	2.45
4	15.30	345.63	2053.73	4358.09	58.90	8737.25	NA	2.43
5	15.82	354.63	1993.71	3982.86	59.00	7382.61	NA	2.36
6	15.85	353.12	1988.15	4128.91	61.31	8480.69	NA	2.21
7	16.19	365.53	1944.15	3911.79	62.39	8824.80	NA	2.56
8	15.49	348.00	2033.06	4358.09	58.96	9091.80	NA	2.34
9	15.69	356.61	2006.68	4358.09	56.26	10221.90	NA	2.63
10	15.79	350.54	1996.20	4280.32	58.87	7725.50	NA	2.15
