run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	754.59	16953.47	42.39	89.16	1.92	308.58	NA	114.57
2	758.44	17051.81	42.18	89.16	1.96	279.58	NA	115.84
3	752.99	16984.15	42.48	89.16	1.81	235.53	NA	118.40
4	763.77	17170.39	41.88	89.16	1.85	225.26	NA	116.63
5	758.83	17024.15	42.16	87.56	1.85	269.75	NA	113.69
6	753.71	17004.15	42.44	89.16	1.91	260.90	NA	118.70
7	760.64	17082.07	42.06	89.16	1.84	344.51	NA	115.02
8	757.17	17001.26	42.24	89.16	1.82	277.54	NA	114.36
9	753.11	16940.22	42.48	89.16	1.97	301.09	NA	115.49
10	757.16	17012.39	42.25	89.16	1.92	294.72	NA	114.99
