run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	428.47	9622.35	74.65	158.63	4.07	438.00	NA	64.81
2	430.00	9635.49	74.38	158.63	3.86	411.61	NA	63.66
3	434.57	9748.57	73.60	155.80	3.92	390.39	NA	65.04
4	431.03	9676.47	74.20	155.80	3.69	413.64	NA	64.97
5	427.70	9603.40	74.78	158.63	4.30	440.94	NA	64.52
6	426.79	9577.88	74.94	158.63	4.09	367.50	NA	64.14
7	430.99	9684.18	74.21	155.80	3.82	424.04	NA	65.49
8	426.12	9582.29	75.06	158.63	4.12	401.90	NA	65.24
9	427.07	9584.74	74.89	158.63	3.88	525.51	NA	64.15
10	428.52	9633.11	74.64	158.63	3.83	411.80	NA	65.41
