Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,Uncore Freq(Ghz),Core Freq(Ghz),Core Power License 0(%),Core Power License 1(%),Core Power License 2(%),DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,22:28:29.797,2.20,2.07,100.00,0.00,0.00,1334620706,100.00,-1,-1,1334620706,100.00,-1,-1,1334620760,100.00,-1,-1,1334620760,100.00,-1,-1,1334620814,100.00,-1,-1,1334620814,100.00,-1,-1,1334620868,100.00,-1,-1,1334620868,100.00,-1,-1,1334620896,100.00,-1,-1,1334620896,100.00,-1,-1,1334620954,100.00,-1,-1,1334620954,100.00,-1,-1,1334620950,100.00,-1,-1,1334620950,100.00,-1,-1,1334620972,100.00,-1,-1,1334620972,100.00,-1,-1,1101170436,0.00,0.00,0.00,1526830,93.19,93.19,60,702285,10.74,10.74,
2026-04-01,22:28:30.795,2.20,2.07,100.00,0.00,0.00,1332381276,100.00,-1,-1,1332381276,100.00,-1,-1,1332381350,100.00,-1,-1,1332381350,100.00,-1,-1,1332381404,100.00,-1,-1,1332381404,100.00,-1,-1,1332381464,100.00,-1,-1,1332381464,100.00,-1,-1,1332381524,100.00,-1,-1,1332381524,100.00,-1,-1,1332381584,100.00,-1,-1,1332381584,100.00,-1,-1,1332381640,100.00,-1,-1,1332381640,100.00,-1,-1,1332381692,100.00,-1,-1,1332381692,100.00,-1,-1,1099428940,0.00,0.00,0.00,1524910,93.07,93.07,60,704320,10.78,10.78,
2026-04-01,22:28:31.795,2.20,2.06,100.00,0.00,0.00,1333350442,100.00,-1,-1,1333350442,100.00,-1,-1,1333350408,100.00,-1,-1,1333350408,100.00,-1,-1,1333350378,100.00,-1,-1,1333350378,100.00,-1,-1,1333350342,100.00,-1,-1,1333350342,100.00,-1,-1,1333350310,100.00,-1,-1,1333350310,100.00,-1,-1,1333350336,100.00,-1,-1,1333350336,100.00,-1,-1,1333350370,100.00,-1,-1,1333350370,100.00,-1,-1,1333350334,100.00,-1,-1,1333350334,100.00,-1,-1,1100058333,0.00,0.00,0.00,1526154,93.15,93.15,60,703590,10.76,10.76,
2026-04-01,22:28:32.796,2.20,2.03,100.00,0.00,0.00,1333037982,100.00,-1,-1,1333037982,100.00,-1,-1,1333038012,100.00,-1,-1,1333038012,100.00,-1,-1,1333038046,100.00,-1,-1,1333038046,100.00,-1,-1,1333038088,100.00,-1,-1,1333038088,100.00,-1,-1,1333038126,100.00,-1,-1,1333038126,100.00,-1,-1,1333038160,100.00,-1,-1,1333038160,100.00,-1,-1,1333038194,100.00,-1,-1,1333038194,100.00,-1,-1,1333038236,100.00,-1,-1,1333038236,100.00,-1,-1,1099937108,0.00,0.00,0.00,1524766,93.06,93.06,60,704846,10.78,10.78,
2026-04-01,22:28:33.796,2.20,2.08,100.00,0.00,0.00,1334428224,100.00,-1,-1,1334428224,100.00,-1,-1,1334428228,100.00,-1,-1,1334428228,100.00,-1,-1,1334428234,100.00,-1,-1,1334428234,100.00,-1,-1,1334428232,100.00,-1,-1,1334428232,100.00,-1,-1,1334428236,100.00,-1,-1,1334428236,100.00,-1,-1,1334428244,100.00,-1,-1,1334428244,100.00,-1,-1,1334428218,100.00,-1,-1,1334428218,100.00,-1,-1,1334428222,100.00,-1,-1,1334428222,100.00,-1,-1,1101027150,0.00,0.00,0.00,1526709,93.18,93.09,61,704004,10.77,10.76,
2026-04-01,22:28:34.799,2.20,2.07,100.00,0.00,0.00,1333387124,100.00,-1,-1,1333387124,100.00,-1,-1,1333387030,100.00,-1,-1,1333387030,100.00,-1,-1,1333386986,100.00,-1,-1,1333386986,100.00,-1,-1,1333386956,100.00,-1,-1,1333386956,100.00,-1,-1,1333386970,100.00,-1,-1,1333386970,100.00,-1,-1,1333386976,100.00,-1,-1,1333386976,100.00,-1,-1,1333386976,100.00,-1,-1,1333386976,100.00,-1,-1,1333386974,100.00,-1,-1,1333386974,100.00,-1,-1,1100168847,0.00,0.00,0.00,1528936,93.32,93.32,60,705800,10.80,10.80,
2026-04-01,22:28:35.797,2.20,2.08,100.00,0.00,0.00,1334278934,100.00,-1,-1,1334278934,100.00,-1,-1,1334278938,100.00,-1,-1,1334278938,100.00,-1,-1,1334278940,100.00,-1,-1,1334278940,100.00,-1,-1,1334278940,100.00,-1,-1,1334278940,100.00,-1,-1,1334278944,100.00,-1,-1,1334278944,100.00,-1,-1,1334278826,100.00,-1,-1,1334278826,100.00,-1,-1,1334278872,100.00,-1,-1,1334278872,100.00,-1,-1,1334278874,100.00,-1,-1,1334278874,100.00,-1,-1,1100901345,0.00,0.00,0.00,1523900,93.01,92.92,61,706508,10.81,10.80,
2026-04-01,22:28:36.797,2.20,2.09,100.00,0.00,0.00,1333391124,100.00,-1,-1,1333391124,100.00,-1,-1,1333391126,100.00,-1,-1,1333391126,100.00,-1,-1,1333391062,100.00,-1,-1,1333391062,100.00,-1,-1,1333391006,100.00,-1,-1,1333391006,100.00,-1,-1,1333390946,100.00,-1,-1,1333390946,100.00,-1,-1,1333390984,100.00,-1,-1,1333390984,100.00,-1,-1,1333390982,100.00,-1,-1,1333390982,100.00,-1,-1,1333390972,100.00,-1,-1,1333390972,100.00,-1,-1,1100174095,0.00,0.00,0.00,1509599,92.14,92.14,61,704029,10.77,10.77,
2026-04-01,22:28:37.797,2.20,2.08,100.00,0.00,0.00,1333347424,100.00,-1,-1,1333347424,100.00,-1,-1,1333347452,100.00,-1,-1,1333347452,100.00,-1,-1,1333347500,100.00,-1,-1,1333347500,100.00,-1,-1,1333347496,100.00,-1,-1,1333347496,100.00,-1,-1,1333347494,100.00,-1,-1,1333347494,100.00,-1,-1,1333347498,100.00,-1,-1,1333347498,100.00,-1,-1,1333347496,100.00,-1,-1,1333347496,100.00,-1,-1,1333347494,100.00,-1,-1,1333347494,100.00,-1,-1,1100133089,0.00,0.00,0.00,1526198,93.15,93.15,60,707011,10.82,10.82,
