run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	459.81	10288.01	69.57	227.40	2.72	1044.61	NA	67.15
2	442.51	9906.07	72.30	240.02	3.09	1682.01	NA	64.89
3	453.34	10166.03	70.57	223.34	2.79	755.38	NA	67.59
4	444.17	9953.51	72.02	219.36	2.64	1973.00	NA	65.85
5	445.13	9970.59	71.87	231.53	2.86	841.19	NA	65.70
6	448.36	10061.07	71.35	231.53	2.79	1454.10	NA	67.27
7	457.60	10276.87	69.91	223.34	2.80	732.52	NA	69.20
8	450.53	10102.11	71.01	219.36	2.54	1591.06	NA	67.14
9	461.28	10311.72	69.17	227.40	2.88	819.61	NA	66.88
10	453.23	10176.08	70.59	211.60	2.85	1956.36	NA	68.41
