,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:26:24.513,1067909964,0.32,150855,46430868,1067909964,100.00,-1,-1,1067918715,0.11,69897,62818747,1067918715,100.00,-1,-1,1067927869,0.41,242335,59329326,1067927869,100.00,-1,-1,1067936451,0.09,49750,56207181,1067936451,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,1001285017,0.00,0.00,0.00,589378,35.97,36.04,51,346002,5.29,5.30,
2026-04-01,21:26:25.514,1064368097,0.46,214457,46276873,1064368097,100.00,-1,-1,1064368205,0.43,253839,59131566,1064368205,100.00,-1,-1,1064368010,0.36,199051,56019368,1064368010,100.00,-1,-1,1064368053,0.55,323556,59131558,1064368053,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997846183,0.00,0.00,0.00,586085,35.77,35.84,51,343495,5.26,5.27,
2026-04-01,21:26:26.515,1065147072,0.44,235280,53257353,1065147072,100.00,-1,-1,1065163348,0.44,212246,48416515,1065163348,100.00,-1,-1,1065166425,0.71,313200,44381934,1065166425,100.00,-1,-1,1065164085,0.45,238830,53258204,1065164085,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998600093,0.00,0.00,0.00,590967,36.07,36.14,51,343345,5.25,5.26,
2026-04-01,21:26:27.512,1064110565,0.55,252766,46265676,1064110565,100.00,-1,-1,1064093988,0.42,225422,53204699,1064093988,100.00,-1,-1,1064090735,0.42,224969,53204536,1064090735,100.00,-1,-1,1064093577,0.55,244734,44337232,1064093577,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997573596,0.00,0.00,0.00,584128,35.65,35.72,51,341821,5.23,5.24,
2026-04-01,21:26:28.513,1064040825,0.53,267896,50668610,1064040825,100.00,-1,-1,1064040782,0.40,223692,56002146,1064040782,100.00,-1,-1,1064040584,0.44,211615,48365481,1064040584,100.00,-1,-1,1064040247,0.58,310723,53202012,1064040247,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997535395,0.00,0.00,0.00,585361,35.73,35.84,51,343186,5.25,5.27,
2026-04-01,21:26:29.513,1064397400,0.29,221218,76028385,1064397400,100.00,-1,-1,1064397653,0.29,195710,66524853,1064397653,100.00,-1,-1,1064398213,0.29,207624,70959880,1064398213,100.00,-1,-1,1064397986,0.30,199749,66524874,1064397986,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997878701,0.00,0.00,0.00,583670,35.62,35.70,51,343330,5.25,5.26,
2026-04-01,21:26:30.513,1064291604,0.64,252253,39418207,1064291604,100.00,-1,-1,1064291548,0.59,262433,44345481,1064291548,100.00,-1,-1,1064291451,0.66,306228,46273541,1064291451,100.00,-1,-1,1064291494,0.57,252003,44345478,1064291494,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997773239,0.00,0.00,0.00,583561,35.62,35.69,51,340728,5.21,5.22,
2026-04-01,21:26:31.513,1064022717,0.55,279374,50667748,1064022717,100.00,-1,-1,1064022896,0.69,383827,56001205,1064022896,100.00,-1,-1,1064022867,0.48,243976,50667755,1064022867,100.00,-1,-1,1064022882,0.46,257695,56001204,1064022882,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997521380,0.00,0.00,0.00,584210,35.66,35.73,51,343702,5.26,5.27,
2026-04-01,21:26:32.514,1064795267,0.63,395669,62635015,1064795267,100.00,-1,-1,1064794901,0.35,196512,56041836,1064794901,100.00,-1,-1,1064794512,0.55,322478,59155250,1064794512,100.00,-1,-1,1064794565,0.61,358837,59155253,1064794565,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998241833,0.00,0.00,0.00,586450,35.79,35.87,51,342449,5.24,5.25,
2026-04-01,21:26:33.513,1064607494,0.56,281852,50695594,1064607494,100.00,-1,-1,1064607605,0.61,322546,53230380,1064607605,100.00,-1,-1,1064608005,0.80,406315,50695619,1064608005,100.00,-1,-1,1064607953,0.91,483617,53230397,1064607953,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998074361,0.00,0.00,0.00,586939,35.82,35.90,51,344812,5.28,5.29,
2026-04-01,21:26:34.513,1064043194,0.43,252953,59113510,1064043194,100.00,-1,-1,1064043266,0.40,210193,53202163,1064043266,100.00,-1,-1,1064043127,0.36,211060,59113507,1064043127,100.00,-1,-1,1064043448,0.36,181534,50668735,1064043448,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997542361,0.00,0.00,0.00,586844,35.82,35.93,51,340986,5.22,5.23,
2026-04-01,21:26:35.515,1064136322,0.26,145611,56007174,1064136322,100.00,-1,-1,1064136204,0.30,188735,62596247,1064136204,100.00,-1,-1,1064136172,0.33,194088,59118676,1064136172,100.00,-1,-1,1064135702,0.42,236166,56007142,1064135702,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997619691,0.00,0.00,0.00,591405,36.10,36.17,51,345421,5.28,5.30,
2026-04-01,21:26:36.514,1064271150,0.69,488798,70951410,1064271150,100.00,-1,-1,1064271231,0.71,397528,56014275,1064271231,100.00,-1,-1,1064271336,0.51,273591,53213566,1064271336,100.00,-1,-1,1064271489,0.57,334808,59126193,1064271489,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997760309,0.00,0.00,0.00,589770,36.00,36.07,51,344136,5.27,5.28,
2026-04-01,21:26:37.515,1064875129,0.92,407707,44369797,1064875129,100.00,-1,-1,1064875082,0.78,334070,42595003,1064875082,100.00,-1,-1,1064874877,0.89,432355,48403403,1064874877,100.00,-1,-1,1064874597,0.75,319855,42594983,1064874597,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998314991,0.00,0.00,0.00,584007,35.64,35.72,50,343786,5.26,5.27,
2026-04-01,21:26:38.514,1063832707,0.26,175098,66489544,1063832707,100.00,-1,-1,1063832753,0.34,138663,40916644,1063832753,100.00,-1,-1,1063833355,0.49,192450,39401235,1063833355,100.00,-1,-1,1063833657,0.69,270469,39401246,1063833657,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997360248,0.00,0.00,0.00,585492,35.74,35.81,51,342762,5.24,5.25,
2026-04-01,21:26:39.514,1064203197,0.63,333871,53210159,1064203197,100.00,-1,-1,1064209691,0.52,229869,44342070,1064209691,100.00,-1,-1,1064214256,0.56,399502,70947617,1064214256,100.00,-1,-1,1064220421,0.38,201010,53211021,1064220421,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997710132,0.00,0.00,0.00,585314,35.72,35.83,51,342960,5.25,5.26,
2026-04-01,21:26:40.514,1064183083,1.11,511276,46268829,1064183083,100.00,-1,-1,1064176632,0.99,419937,42567065,1064176632,100.00,-1,-1,1064172148,0.97,382956,39413783,1064172148,100.00,-1,-1,1064165947,0.90,342268,38005926,1064165947,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997649334,0.00,0.00,0.00,583733,35.63,35.70,51,343184,5.25,5.26,
2026-04-01,21:26:41.515,1064326510,0.35,136244,39419500,1064326510,100.00,-1,-1,1064332049,0.59,250428,42573281,1064332049,100.00,-1,-1,1064336583,0.60,279623,46275503,1064336583,100.00,-1,-1,1064355351,0.52,252952,48379788,1064355351,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997823426,0.00,0.00,0.00,585416,35.73,35.80,51,345214,5.28,5.29,
