run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	650.47	14574.32	49.17	102.97	3.42	358.21	NA	96.25
2	646.99	14557.76	49.43	104.84	3.48	316.87	NA	99.52
3	650.05	14588.26	49.20	102.97	3.52	272.98	NA	97.72
4	653.52	14654.21	48.94	102.97	3.48	275.70	NA	97.44
5	659.64	14747.42	48.49	101.13	3.44	246.79	NA	95.60
6	651.59	14616.31	49.09	102.97	3.38	225.95	NA	97.47
7	640.46	14435.01	49.94	104.84	3.36	297.24	NA	100.02
8	646.98	14522.71	49.43	104.84	3.58	258.69	NA	97.36
9	646.78	14498.21	49.45	104.84	3.47	290.23	NA	96.21
10	646.46	14502.69	49.48	102.97	3.59	287.33	NA	96.77
