run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	629.27	14120.18	50.83	106.75	3.42	297.86	NA	94.48
2	633.20	14244.62	50.51	106.75	3.49	302.22	NA	97.18
3	640.14	14366.61	49.96	104.84	3.34	279.31	NA	96.24
4	642.70	14436.11	49.77	104.84	3.50	283.48	NA	97.34
5	635.23	14252.43	50.35	106.75	3.37	267.97	NA	95.25
6	634.63	14249.62	50.40	106.75	3.59	315.58	NA	95.75
7	637.06	14297.90	50.20	104.84	3.51	294.24	NA	95.82
8	613.68	13763.97	52.12	108.68	3.37	275.34	NA	91.67
9	644.22	14464.70	49.64	104.84	3.09	276.32	NA	97.12
10	632.81	14189.16	50.54	106.75	3.30	272.39	NA	94.29
