run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	356.72	7994.63	89.68	282.25	2.59	1010.76	NA	52.89
2	363.75	8151.80	87.94	262.64	2.92	3175.38	NA	53.91
3	383.43	8589.69	83.44	257.95	2.60	946.50	NA	56.64
4	373.60	8390.57	85.46	248.83	2.94	3085.19	NA	56.52
5	388.63	8720.46	82.25	253.35	2.88	831.61	NA	58.33
6	400.23	8993.44	79.91	240.02	2.82	2794.56	NA	60.83
7	388.58	8699.93	82.27	262.64	2.66	863.78	NA	57.11
8	380.16	8527.52	84.05	257.95	3.13	1475.34	NA	56.86
9	390.76	8745.82	81.87	248.83	2.87	929.80	NA	57.30
10	396.76	8911.14	80.63	253.35	3.00	2136.90	NA	60.04
