run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	224.53	5053.17	142.42	297.92	9.19	726.59	NA	34.60
2	225.70	5061.63	141.68	297.92	9.24	671.66	NA	33.71
3	224.87	5044.09	142.20	297.92	10.51	691.02	NA	33.63
4	225.08	5051.45	142.07	297.92	9.33	657.84	NA	33.80
5	224.96	5051.84	142.15	297.92	9.15	777.88	NA	33.97
6	224.84	5050.51	142.22	297.92	8.94	726.21	NA	34.12
7	226.58	5063.28	141.13	292.60	9.68	668.48	NA	32.70
8	226.42	5058.26	141.24	297.92	10.06	814.80	NA	32.57
9	225.95	5052.62	141.52	292.60	8.84	608.06	NA	32.80
10	224.84	5042.05	142.23	303.33	10.46	650.31	NA	33.57
