Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0P0,S0P0,S0P0,S0P1,S0P1,S0P1,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1,S1,S1P0,S1P0,S1P0,S1P1,S1P1,S1P1,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1,S1,S1,S1,S1,S1,S1,
Date,Time,Uncore Freq(Ghz),Core Freq(Ghz),Core Power License 0(%),Core Power License 1(%),Core Power License 2(%),UPI Clocks,L0p Tx Cycles(%),L1 Cycles(%),UPI Clocks,L0p Tx Cycles(%),L1 Cycles(%),DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,Uncore Freq(Ghz),Core Freq(Ghz),Core Power License 0(%),Core Power License 1(%),Core Power License 2(%),UPI Clocks,L0p Tx Cycles(%),L1 Cycles(%),UPI Clocks,L0p Tx Cycles(%),L1 Cycles(%),DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,22:23:08.333,2.00,1.84,100.00,0.00,0.00,1202950034,0.00,0.00,1202955432,0.00,0.00,1203261279,0.00,-1,-1,1203261279,0.00,-1,-1,1203284574,0.00,-1,-1,1203284574,0.00,-1,-1,1203307860,0.00,-1,-1,1203307860,0.00,-1,-1,1202918788,100.00,-1,-1,1202918788,100.00,-1,-1,1202929254,100.00,-1,-1,1202929254,100.00,-1,-1,1202939806,100.00,-1,-1,1202939806,100.00,-1,-1,591882,36.13,36.13,35,391795,5.99,5.99,1.90,0.86,100.00,0.00,0.00,1203056924,0.00,0.00,1203058369,0.00,0.00,1203556018,0.00,-1,-1,1203556018,0.00,-1,-1,1203559707,0.00,-1,-1,1203559707,0.00,-1,-1,1203563642,0.00,-1,-1,1203563642,0.00,-1,-1,1203048273,100.00,-1,-1,1203048273,100.00,-1,-1,1203050713,100.00,-1,-1,1203050713,100.00,-1,-1,1203053565,100.00,-1,-1,1203053565,100.00,-1,-1,440892,26.91,26.91,46,353366,5.41,5.41,
2026-04-01,22:23:09.331,2.00,1.87,100.00,0.00,0.00,1199093649,0.00,0.00,1199094975,0.00,0.00,1199658732,0.00,-1,-1,1199658732,0.00,-1,-1,1199658552,0.00,-1,-1,1199658552,0.00,-1,-1,1199658234,0.00,-1,-1,1199658234,0.00,-1,-1,1199087633,100.00,-1,-1,1199087633,100.00,-1,-1,1199089058,100.00,-1,-1,1199089058,100.00,-1,-1,1199090538,100.00,-1,-1,1199090538,100.00,-1,-1,595253,36.33,36.33,36,391338,5.99,5.99,1.90,0.86,100.00,0.00,0.00,1199126580,0.00,0.00,1199128105,0.00,0.00,1199660559,0.00,-1,-1,1199660559,0.00,-1,-1,1199660314,0.00,-1,-1,1199660314,0.00,-1,-1,1199660616,0.00,-1,-1,1199660616,0.00,-1,-1,1199121591,100.00,-1,-1,1199121591,100.00,-1,-1,1199122672,100.00,-1,-1,1199122672,100.00,-1,-1,1199124269,100.00,-1,-1,1199124269,100.00,-1,-1,437857,26.72,26.72,46,352139,5.39,5.39,
2026-04-01,22:23:10.332,2.00,1.88,100.00,0.00,0.00,1200057402,0.00,0.00,1200059347,0.00,0.00,1200618801,0.00,-1,-1,1200618801,0.00,-1,-1,1200619737,0.00,-1,-1,1200619737,0.00,-1,-1,1200620847,0.00,-1,-1,1200620847,0.00,-1,-1,1200050356,100.00,-1,-1,1200050356,100.00,-1,-1,1200052637,100.00,-1,-1,1200052637,100.00,-1,-1,1200054422,100.00,-1,-1,1200054422,100.00,-1,-1,599009,36.56,36.56,36,390640,5.98,5.98,1.90,0.85,100.00,0.00,0.00,1200080240,0.00,0.00,1200081773,0.00,0.00,1200602494,0.00,-1,-1,1200602494,0.00,-1,-1,1200603048,0.00,-1,-1,1200603048,0.00,-1,-1,1200602711,0.00,-1,-1,1200602711,0.00,-1,-1,1200063587,100.00,-1,-1,1200063587,100.00,-1,-1,1200076548,100.00,-1,-1,1200076548,100.00,-1,-1,1200077611,100.00,-1,-1,1200077611,100.00,-1,-1,431855,26.36,26.36,47,351648,5.38,5.38,
2026-04-01,22:23:11.332,2.00,1.89,100.00,0.00,0.00,1199234408,0.00,0.00,1199235790,0.00,0.00,1199767170,0.00,-1,-1,1199767170,0.00,-1,-1,1199766374,0.00,-1,-1,1199766374,0.00,-1,-1,1199765850,0.00,-1,-1,1199765850,0.00,-1,-1,1199228108,100.00,-1,-1,1199228108,100.00,-1,-1,1199229708,100.00,-1,-1,1199229708,100.00,-1,-1,1199231294,100.00,-1,-1,1199231294,100.00,-1,-1,600399,36.65,36.65,36,391161,5.98,5.98,1.90,0.80,100.00,0.00,0.00,1199259255,0.00,0.00,1199260623,0.00,0.00,1199791320,0.00,-1,-1,1199791320,0.00,-1,-1,1199791233,0.00,-1,-1,1199791233,0.00,-1,-1,1199791393,0.00,-1,-1,1199791393,0.00,-1,-1,1199254365,100.00,-1,-1,1199254365,100.00,-1,-1,1199255438,100.00,-1,-1,1199255438,100.00,-1,-1,1199256448,100.00,-1,-1,1199256448,100.00,-1,-1,430240,26.26,26.26,46,352244,5.39,5.39,
2026-04-01,22:23:12.332,2.00,1.89,100.00,0.00,0.00,1198782678,0.00,0.00,1198784271,0.00,0.00,1199340501,0.00,-1,-1,1199340501,0.00,-1,-1,1199340543,0.00,-1,-1,1199340543,0.00,-1,-1,1199340624,0.00,-1,-1,1199340624,0.00,-1,-1,1198774902,100.00,-1,-1,1198774902,100.00,-1,-1,1198777124,100.00,-1,-1,1198777124,100.00,-1,-1,1198779097,100.00,-1,-1,1198779097,100.00,-1,-1,601094,36.69,36.69,36,391297,5.99,5.99,1.90,0.80,100.00,0.00,0.00,1198803607,0.00,0.00,1198805063,0.00,0.00,1199327092,0.00,-1,-1,1199327092,0.00,-1,-1,1199326911,0.00,-1,-1,1199326911,0.00,-1,-1,1199326794,0.00,-1,-1,1199326794,0.00,-1,-1,1198798932,100.00,-1,-1,1198798932,100.00,-1,-1,1198799869,100.00,-1,-1,1198799869,100.00,-1,-1,1198800765,100.00,-1,-1,1198800765,100.00,-1,-1,429574,26.22,26.22,46,351471,5.38,5.38,
2026-04-01,22:23:13.332,2.00,1.87,100.00,0.00,0.00,1200380554,0.00,0.00,1200382162,0.00,0.00,1200908244,0.00,-1,-1,1200908244,0.00,-1,-1,1200908268,0.00,-1,-1,1200908268,0.00,-1,-1,1200907824,0.00,-1,-1,1200907824,0.00,-1,-1,1200337129,100.00,-1,-1,1200337129,100.00,-1,-1,1200339441,100.00,-1,-1,1200339441,100.00,-1,-1,1200341107,100.00,-1,-1,1200341107,100.00,-1,-1,599934,36.62,36.62,35,390717,5.98,5.98,1.90,0.80,100.00,0.00,0.00,1200368866,0.00,0.00,1200370225,0.00,0.00,1200891898,0.00,-1,-1,1200891898,0.00,-1,-1,1200891969,0.00,-1,-1,1200891969,0.00,-1,-1,1200891941,0.00,-1,-1,1200891941,0.00,-1,-1,1200363421,100.00,-1,-1,1200363421,100.00,-1,-1,1200365041,100.00,-1,-1,1200365041,100.00,-1,-1,1200366475,100.00,-1,-1,1200366475,100.00,-1,-1,431462,26.33,26.33,46,352124,5.39,5.39,
2026-04-01,22:23:14.333,2.00,1.88,100.00,0.00,0.00,1199656884,0.00,0.00,1199659389,0.00,0.00,1200212694,0.00,-1,-1,1200212694,0.00,-1,-1,1200213319,0.00,-1,-1,1200213319,0.00,-1,-1,1200223725,0.00,-1,-1,1200223725,0.00,-1,-1,1199642640,100.00,-1,-1,1199642640,100.00,-1,-1,1199647143,100.00,-1,-1,1199647143,100.00,-1,-1,1199651117,100.00,-1,-1,1199651117,100.00,-1,-1,600199,36.63,36.60,35,391914,6.00,5.99,1.90,0.80,100.00,0.00,0.00,1199717048,0.00,0.00,1199718080,0.00,0.00,1200241041,0.00,-1,-1,1200241041,0.00,-1,-1,1200241532,0.00,-1,-1,1200241532,0.00,-1,-1,1200250196,0.00,-1,-1,1200250196,0.00,-1,-1,1199712403,100.00,-1,-1,1199712403,100.00,-1,-1,1199713544,100.00,-1,-1,1199713544,100.00,-1,-1,1199714789,100.00,-1,-1,1199714789,100.00,-1,-1,429767,26.23,26.20,46,352520,5.39,5.39,
2026-04-01,22:23:15.333,2.00,1.84,100.00,0.00,0.00,1200442792,0.00,0.00,1200444072,0.00,0.00,1201000962,0.00,-1,-1,1201000962,0.00,-1,-1,1201000206,0.00,-1,-1,1201000206,0.00,-1,-1,1200989766,0.00,-1,-1,1200989766,0.00,-1,-1,1200435924,100.00,-1,-1,1200435924,100.00,-1,-1,1200438126,100.00,-1,-1,1200438126,100.00,-1,-1,1200439660,100.00,-1,-1,1200439660,100.00,-1,-1,593344,36.21,36.21,35,391589,5.99,5.99,1.90,0.86,100.00,0.00,0.00,1200379684,0.00,0.00,1200381154,0.00,0.00,1200961709,0.00,-1,-1,1200961709,0.00,-1,-1,1200961149,0.00,-1,-1,1200961149,0.00,-1,-1,1200952459,0.00,-1,-1,1200952459,0.00,-1,-1,1200374039,100.00,-1,-1,1200374039,100.00,-1,-1,1200375716,100.00,-1,-1,1200375716,100.00,-1,-1,1200377107,100.00,-1,-1,1200377107,100.00,-1,-1,433317,26.45,26.45,46,351548,5.38,5.38,
2026-04-01,22:23:16.333,2.00,1.90,100.00,0.00,0.00,1199103783,0.00,0.00,1199105290,0.00,0.00,1199628798,0.00,-1,-1,1199628798,0.00,-1,-1,1199628786,0.00,-1,-1,1199628786,0.00,-1,-1,1199628965,0.00,-1,-1,1199628965,0.00,-1,-1,1199097409,100.00,-1,-1,1199097409,100.00,-1,-1,1199099124,100.00,-1,-1,1199099124,100.00,-1,-1,1199101104,100.00,-1,-1,1199101104,100.00,-1,-1,599407,36.58,36.58,35,390131,5.97,5.97,1.90,0.80,100.00,0.00,0.00,1199130527,0.00,0.00,1199132212,0.00,0.00,1199652692,0.00,-1,-1,1199652692,0.00,-1,-1,1199665568,0.00,-1,-1,1199665568,0.00,-1,-1,1199665584,0.00,-1,-1,1199665584,0.00,-1,-1,1199126315,100.00,-1,-1,1199126315,100.00,-1,-1,1199127273,100.00,-1,-1,1199127273,100.00,-1,-1,1199128226,100.00,-1,-1,1199128226,100.00,-1,-1,431268,26.32,26.32,46,351490,5.38,5.38,
