run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.35	340.02	2050.38	4358.09	50.61	9344.57	NA	2.03
2	15.40	344.75	2044.18	4128.91	64.25	7608.60	NA	2.26
3	15.27	343.32	2060.76	4437.27	57.41	8872.62	NA	2.34
4	15.30	345.02	2058.78	4437.27	58.91	9735.46	NA	2.40
5	15.26	343.11	2062.12	4280.32	65.76	7889.80	NA	2.33
6	15.66	353.74	2010.73	4280.32	58.09	9329.72	NA	2.50
7	15.59	351.17	2019.62	4280.32	67.03	7409.04	NA	2.43
8	16.16	364.80	1950.13	4280.32	61.54	7125.48	NA	2.57
9	16.35	364.28	1926.16	4203.93	55.25	6536.32	NA	2.29
10	15.70	350.10	2002.54	4280.32	65.16	7146.96	NA	2.22
