run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.59	349.16	2016.86	4128.91	58.03	7290.32	NA	2.30
2	15.24	345.26	2052.33	4358.09	58.91	8153.47	NA	2.48
3	15.60	343.25	2016.33	3982.86	58.78	8180.38	NA	1.92
4	15.41	350.76	2043.99	4517.90	50.66	7231.37	NA	2.61
5	15.58	355.74	2020.21	4280.32	65.63	9936.65	NA	2.72
6	15.28	344.12	2061.28	4358.09	56.24	7230.67	NA	2.37
7	15.38	346.94	2049.69	4437.27	63.36	10043.86	NA	2.42
8	15.52	341.80	2029.58	4280.32	67.05	6916.88	NA	1.93
9	15.29	345.32	2060.78	4437.27	58.88	7560.92	NA	2.43
10	14.99	336.51	2098.35	4203.93	58.90	7206.27	NA	2.25
