run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.14	339.42	2079.53	4437.27	59.19	7896.57	NA	2.25
2	15.27	337.13	2055.67	4358.09	67.23	8422.17	NA	1.96
3	15.04	336.85	2091.48	4437.27	58.92	9158.72	NA	2.22
4	15.36	342.45	2047.07	4517.90	61.98	7575.76	NA	2.17
5	15.13	335.97	2079.22	4358.09	67.23	7900.89	NA	2.06
6	15.08	335.83	2089.53	4280.32	60.73	7793.71	NA	2.10
7	14.89	337.95	2113.11	4599.99	58.96	7851.29	NA	2.46
8	15.16	341.58	2070.44	4517.90	67.24	8382.45	NA	2.36
9	15.17	344.74	2074.91	4517.90	58.91	8001.42	NA	2.54
10	15.23	347.82	2067.70	4437.27	74.65	8528.71	NA	2.66
