run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.59	347.73	2019.68	4437.27	56.18	8420.14	NA	2.21
2	15.30	340.38	2057.52	4437.27	57.69	7022.20	NA	2.11
3	15.30	342.15	2053.11	4280.32	66.89	7272.82	NA	2.22
4	15.29	340.14	2061.07	4358.09	67.22	8971.53	NA	2.12
5	15.16	334.80	2074.77	4358.09	58.05	7858.80	NA	1.95
6	15.30	344.17	2055.65	4683.57	70.47	9729.84	NA	2.34
7	15.77	350.05	1998.96	4203.93	67.22	6780.01	NA	2.13
8	15.23	338.59	2068.95	4203.93	64.74	8643.02	NA	2.09
9	15.12	339.48	2081.96	4358.09	67.11	8135.35	NA	2.28
10	15.36	348.22	2046.73	4358.09	67.22	7601.75	NA	2.53
