run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	772.84	17390.98	41.40	87.56	1.31	250.90	NA	119.04
2	766.28	17251.25	41.75	87.56	1.45	238.81	NA	118.46
3	773.78	17408.79	41.35	87.56	1.13	267.95	NA	118.96
4	784.85	17628.26	40.76	86.00	1.35	238.26	NA	118.79
5	790.78	17729.40	40.46	84.47	1.39	233.03	NA	117.73
6	779.97	17544.68	41.02	86.00	1.33	225.94	NA	119.72
7	788.68	17752.66	40.56	84.47	1.43	345.97	NA	121.73
8	779.02	17511.84	41.07	86.00	1.27	264.55	NA	118.76
9	777.49	17452.44	41.15	86.00	1.45	260.88	NA	117.05
10	775.53	17436.47	41.25	86.00	1.40	234.44	NA	118.47
