run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	14.74	333.87	2134.76	4358.09	58.89	10928.51	NA	2.40
2	14.62	328.25	2147.97	4683.57	62.45	7363.74	NA	2.21
3	14.99	340.25	2097.78	4437.27	67.20	7381.24	NA	2.49
4	14.77	332.81	2128.23	4599.99	61.75	10243.96	NA	2.29
5	15.12	341.45	2082.59	4280.32	67.23	7640.87	NA	2.40
6	14.96	337.15	2102.25	4599.99	67.07	9231.44	NA	2.35
7	15.52	347.85	2027.79	4358.09	67.26	7316.78	NA	2.30
8	15.35	348.64	2048.00	4437.27	55.58	6583.05	NA	2.56
9	15.40	346.67	2044.06	4437.27	67.32	7463.92	NA	2.37
10	15.35	339.25	2050.58	4280.32	63.16	10211.11	NA	1.99
