run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	396.68	8906.01	80.65	248.83	2.68	654.26	NA	59.86
2	349.93	7852.50	91.29	282.25	2.68	2809.24	NA	52.48
3	382.01	8557.06	83.63	262.64	2.84	1181.34	NA	56.41
4	365.84	8205.19	87.45	267.41	2.93	2512.09	NA	54.63
5	388.78	8714.57	82.29	262.64	2.88	1195.21	NA	57.74
6	383.69	8581.87	83.38	257.95	2.89	1776.95	NA	55.88
7	373.36	8348.35	85.69	262.64	2.82	781.25	NA	54.28
8	376.97	8455.29	84.87	257.95	2.72	3040.34	NA	56.36
9	391.81	8799.07	81.65	262.64	2.88	1173.95	NA	59.25
10	366.90	8227.86	87.17	262.64	2.92	3035.02	NA	54.73
