Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0P0,S0P0,S0P0,S0P1,S0P1,S0P1,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1,S1,S1P0,S1P0,S1P0,S1P1,S1P1,S1P1,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1,S1,S1,S1,S1,S1,S1,
Date,Time,Uncore Freq(Ghz),Core Freq(Ghz),Core Power License 0(%),Core Power License 1(%),Core Power License 2(%),UPI Clocks,L0p Tx Cycles(%),L1 Cycles(%),UPI Clocks,L0p Tx Cycles(%),L1 Cycles(%),DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,Uncore Freq(Ghz),Core Freq(Ghz),Core Power License 0(%),Core Power License 1(%),Core Power License 2(%),UPI Clocks,L0p Tx Cycles(%),L1 Cycles(%),UPI Clocks,L0p Tx Cycles(%),L1 Cycles(%),DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,22:27:09.542,2.00,1.90,100.00,0.00,0.00,1202669093,0.00,0.00,1202674671,0.00,0.00,1202988453,0.00,-1,-1,1202988453,0.00,-1,-1,1203005070,0.00,-1,-1,1203005070,0.00,-1,-1,1203028541,0.00,-1,-1,1203028541,0.00,-1,-1,1202637985,100.00,-1,-1,1202637985,100.00,-1,-1,1202648763,100.00,-1,-1,1202648763,100.00,-1,-1,1202659302,100.00,-1,-1,1202659302,100.00,-1,-1,609668,37.21,37.21,31,394118,6.03,6.03,1.90,0.84,100.00,0.00,0.00,1203037183,0.00,0.00,1203040176,0.00,0.00,1203447141,0.00,-1,-1,1203447141,0.00,-1,-1,1203458853,0.00,-1,-1,1203458853,0.00,-1,-1,1203470853,0.00,-1,-1,1203470853,0.00,-1,-1,1203020888,100.00,-1,-1,1203020888,100.00,-1,-1,1203026262,100.00,-1,-1,1203026262,100.00,-1,-1,1203031611,100.00,-1,-1,1203031611,100.00,-1,-1,431507,26.34,26.34,45,353322,5.41,5.41,
2026-04-01,22:27:10.541,2.00,1.91,100.00,0.00,0.00,1200369491,0.00,0.00,1200370941,0.00,0.00,1200893286,0.00,-1,-1,1200893286,0.00,-1,-1,1200893517,0.00,-1,-1,1200893517,0.00,-1,-1,1200893503,0.00,-1,-1,1200893503,0.00,-1,-1,1200364032,100.00,-1,-1,1200364032,100.00,-1,-1,1200365588,100.00,-1,-1,1200365588,100.00,-1,-1,1200366947,100.00,-1,-1,1200366947,100.00,-1,-1,609791,37.22,37.22,31,393053,6.01,6.01,1.90,0.80,100.00,0.00,0.00,1200345499,0.00,0.00,1200346765,0.00,0.00,1200867955,0.00,-1,-1,1200867955,0.00,-1,-1,1200867859,0.00,-1,-1,1200867859,0.00,-1,-1,1200867630,0.00,-1,-1,1200867630,0.00,-1,-1,1200340919,100.00,-1,-1,1200340919,100.00,-1,-1,1200342075,100.00,-1,-1,1200342075,100.00,-1,-1,1200343277,100.00,-1,-1,1200343277,100.00,-1,-1,431139,26.31,26.31,45,350946,5.37,5.37,
2026-04-01,22:27:11.541,2.00,1.92,100.00,0.00,0.00,1198789568,0.00,0.00,1198790682,0.00,0.00,1199314747,0.00,-1,-1,1199314747,0.00,-1,-1,1199314160,0.00,-1,-1,1199314160,0.00,-1,-1,1199313837,0.00,-1,-1,1199313837,0.00,-1,-1,1198783128,100.00,-1,-1,1198783128,100.00,-1,-1,1198784463,100.00,-1,-1,1198784463,100.00,-1,-1,1198786244,100.00,-1,-1,1198786244,100.00,-1,-1,605849,36.98,36.98,31,390288,5.97,5.97,1.90,0.80,100.00,0.00,0.00,1198815735,0.00,0.00,1198816806,0.00,0.00,1199337356,0.00,-1,-1,1199337356,0.00,-1,-1,1199337034,0.00,-1,-1,1199337034,0.00,-1,-1,1199337610,0.00,-1,-1,1199337610,0.00,-1,-1,1198811327,100.00,-1,-1,1198811327,100.00,-1,-1,1198812066,100.00,-1,-1,1198812066,100.00,-1,-1,1198813505,100.00,-1,-1,1198813505,100.00,-1,-1,433434,26.45,26.45,45,349947,5.35,5.35,
2026-04-01,22:27:12.541,2.00,1.90,100.00,0.00,0.00,1199182775,0.00,0.00,1199183777,0.00,0.00,1199742726,0.00,-1,-1,1199742726,0.00,-1,-1,1199742915,0.00,-1,-1,1199742915,0.00,-1,-1,1199742950,0.00,-1,-1,1199742950,0.00,-1,-1,1199215961,100.00,-1,-1,1199215961,100.00,-1,-1,1199217699,100.00,-1,-1,1199217699,100.00,-1,-1,1199180542,100.00,-1,-1,1199180542,100.00,-1,-1,607241,37.06,37.06,31,393201,6.02,6.02,1.90,0.80,100.00,0.00,0.00,1199203030,0.00,0.00,1199204121,0.00,0.00,1199741328,0.00,-1,-1,1199741328,0.00,-1,-1,1199742110,0.00,-1,-1,1199742110,0.00,-1,-1,1199741745,0.00,-1,-1,1199741745,0.00,-1,-1,1199198625,100.00,-1,-1,1199198625,100.00,-1,-1,1199199790,100.00,-1,-1,1199199790,100.00,-1,-1,1199201142,100.00,-1,-1,1199201142,100.00,-1,-1,434288,26.51,26.51,45,351242,5.37,5.37,
2026-04-01,22:27:13.541,2.00,1.88,100.00,0.00,0.00,1200308764,0.00,0.00,1200310030,0.00,0.00,1200830705,0.00,-1,-1,1200830705,0.00,-1,-1,1200830656,0.00,-1,-1,1200830656,0.00,-1,-1,1200830695,0.00,-1,-1,1200830695,0.00,-1,-1,1200302058,100.00,-1,-1,1200302058,100.00,-1,-1,1200303793,100.00,-1,-1,1200303793,100.00,-1,-1,1200305907,100.00,-1,-1,1200305907,100.00,-1,-1,606970,37.05,37.05,31,393779,6.02,6.02,1.90,0.80,100.00,0.00,0.00,1200281573,0.00,0.00,1200282917,0.00,0.00,1200805432,0.00,-1,-1,1200805432,0.00,-1,-1,1200804989,0.00,-1,-1,1200804989,0.00,-1,-1,1200804992,0.00,-1,-1,1200804992,0.00,-1,-1,1200277514,100.00,-1,-1,1200277514,100.00,-1,-1,1200278529,100.00,-1,-1,1200278529,100.00,-1,-1,1200279664,100.00,-1,-1,1200279664,100.00,-1,-1,435663,26.59,26.59,45,350754,5.37,5.37,
2026-04-01,22:27:14.541,2.00,1.91,100.00,0.00,0.00,1199159583,0.00,0.00,1199160933,0.00,0.00,1199681551,0.00,-1,-1,1199681551,0.00,-1,-1,1199718921,0.00,-1,-1,1199718921,0.00,-1,-1,1199718767,0.00,-1,-1,1199718767,0.00,-1,-1,1199153154,100.00,-1,-1,1199153154,100.00,-1,-1,1199154748,100.00,-1,-1,1199154748,100.00,-1,-1,1199156852,100.00,-1,-1,1199156852,100.00,-1,-1,605103,36.93,36.93,31,393339,6.02,6.02,1.90,0.86,100.00,0.00,0.00,1199185990,0.00,0.00,1199187785,0.00,0.00,1199719083,0.00,-1,-1,1199719083,0.00,-1,-1,1199719089,0.00,-1,-1,1199719089,0.00,-1,-1,1199719209,0.00,-1,-1,1199719209,0.00,-1,-1,1199181360,100.00,-1,-1,1199181360,100.00,-1,-1,1199182399,100.00,-1,-1,1199182399,100.00,-1,-1,1199183900,100.00,-1,-1,1199183900,100.00,-1,-1,436647,26.65,26.65,45,351472,5.38,5.38,
2026-04-01,22:27:15.540,2.00,1.90,100.00,0.00,0.00,1198754388,0.00,0.00,1198753050,0.00,0.00,1199224286,0.00,-1,-1,1199224286,0.00,-1,-1,1199163855,0.00,-1,-1,1199163855,0.00,-1,-1,1199141145,0.00,-1,-1,1199141145,0.00,-1,-1,1198770870,100.00,-1,-1,1198770870,100.00,-1,-1,1198764449,100.00,-1,-1,1198764449,100.00,-1,-1,1198757768,100.00,-1,-1,1198757768,100.00,-1,-1,606318,37.01,37.01,31,390924,5.98,5.98,1.90,0.83,100.00,0.00,0.00,1198015577,0.00,0.00,1198013533,0.00,0.00,1198448752,0.00,-1,-1,1198448752,0.00,-1,-1,1198425756,0.00,-1,-1,1198425756,0.00,-1,-1,1198402757,0.00,-1,-1,1198402757,0.00,-1,-1,1198033746,100.00,-1,-1,1198033746,100.00,-1,-1,1198026495,100.00,-1,-1,1198026495,100.00,-1,-1,1198019659,100.00,-1,-1,1198019659,100.00,-1,-1,431253,26.32,26.32,46,350875,5.37,5.37,
2026-04-01,22:27:16.541,2.00,1.92,100.00,0.00,0.00,1200683348,0.00,0.00,1200686657,0.00,0.00,1200941403,0.00,-1,-1,1200941403,0.00,-1,-1,1200952020,0.00,-1,-1,1200952020,0.00,-1,-1,1200962415,0.00,-1,-1,1200962415,0.00,-1,-1,1200666861,100.00,-1,-1,1200666861,100.00,-1,-1,1200672323,100.00,-1,-1,1200672323,100.00,-1,-1,1200678021,100.00,-1,-1,1200678021,100.00,-1,-1,611164,37.30,37.30,31,391916,6.00,6.00,1.90,0.80,100.00,0.00,0.00,1201064156,0.00,0.00,1201067206,0.00,0.00,1201322528,0.00,-1,-1,1201322528,0.00,-1,-1,1201333486,0.00,-1,-1,1201333486,0.00,-1,-1,1201344437,0.00,-1,-1,1201344437,0.00,-1,-1,1201048192,100.00,-1,-1,1201048192,100.00,-1,-1,1201053602,100.00,-1,-1,1201053602,100.00,-1,-1,1201059149,100.00,-1,-1,1201059149,100.00,-1,-1,431752,26.35,26.35,46,351955,5.38,5.38,
2026-04-01,22:27:17.541,2.00,1.89,100.00,0.00,0.00,1199636064,0.00,0.00,1199639316,0.00,0.00,1200044364,0.00,-1,-1,1200044364,0.00,-1,-1,1200056640,0.00,-1,-1,1200056640,0.00,-1,-1,1200068809,0.00,-1,-1,1200068809,0.00,-1,-1,1199573538,100.00,-1,-1,1199573538,100.00,-1,-1,1199623339,100.00,-1,-1,1199623339,100.00,-1,-1,1199629197,100.00,-1,-1,1199629197,100.00,-1,-1,606842,37.04,37.04,31,393633,6.02,6.02,1.90,0.80,100.00,0.00,0.00,1199985887,0.00,0.00,1199989426,0.00,0.00,1200403495,0.00,-1,-1,1200403495,0.00,-1,-1,1200415800,0.00,-1,-1,1200415800,0.00,-1,-1,1200428198,0.00,-1,-1,1200428198,0.00,-1,-1,1199969098,100.00,-1,-1,1199969098,100.00,-1,-1,1199974790,100.00,-1,-1,1199974790,100.00,-1,-1,1199980471,100.00,-1,-1,1199980471,100.00,-1,-1,429713,26.23,26.23,45,352077,5.39,5.39,
