run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	18.15	415.26	1737.14	3706.08	47.05	8325.26	NA	3.22
2	18.43	410.11	1711.36	3639.94	58.77	6034.74	NA	2.56
3	18.19	413.66	1732.06	3773.42	50.54	6394.97	NA	3.05
4	18.24	412.59	1731.22	3773.42	54.30	6267.52	NA	2.95
5	18.19	408.57	1734.03	3841.98	47.47	6107.36	NA	2.76
6	18.43	413.90	1708.98	3574.99	50.38	7074.61	NA	2.78
7	18.76	418.59	1682.39	3511.19	50.55	5872.96	NA	2.67
8	18.28	414.20	1727.34	3386.99	50.22	10169.40	NA	3.00
9	18.19	406.52	1733.36	3639.94	53.38	6047.64	NA	2.64
10	18.36	414.45	1715.48	3773.42	50.65	7808.75	NA	2.91
