run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	745.12	16778.20	42.93	90.78	1.45	262.24	NA	115.37
2	744.62	16765.54	42.96	90.78	1.40	277.27	NA	115.26
3	743.30	16694.29	43.04	90.78	1.47	244.24	NA	112.48
4	739.48	16633.15	43.26	90.78	1.40	249.24	NA	113.39
5	752.18	16898.67	42.53	89.16	1.38	296.62	NA	114.13
6	742.07	16687.41	43.11	90.78	1.37	242.94	NA	113.54
7	748.53	16837.16	42.74	89.16	1.37	256.99	NA	114.85
8	743.99	16733.15	43.00	90.78	1.31	297.97	NA	113.94
9	727.42	16413.23	43.98	92.42	1.41	251.57	NA	114.67
10	740.11	16634.84	43.22	90.78	1.41	321.89	NA	112.78
