run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	8656.61	138505.81	3.69	4.10	2.32	7.58	NA	0.00
2	8668.57	138697.08	3.69	4.10	2.32	6.97	NA	0.00
3	8648.01	138368.13	3.70	4.10	2.22	8.57	NA	0.00
4	8651.00	138415.99	3.70	4.10	2.28	8.18	NA	0.00
5	8666.47	138663.60	3.69	4.10	2.36	8.23	NA	0.00
6	8647.40	138358.38	3.70	4.10	2.24	10.92	NA	0.00
7	8656.24	138499.84	3.69	4.10	2.33	7.86	NA	0.00
8	8652.34	138437.46	3.70	4.10	2.37	7.96	NA	0.00
9	8660.72	138571.58	3.69	4.10	2.33	7.87	NA	0.00
10	8661.23	138579.64	3.69	4.10	2.34	8.30	NA	0.00
