run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	617.40	13853.51	51.80	108.68	3.56	247.39	NA	92.58
2	630.31	14121.52	50.74	106.75	3.49	299.47	NA	93.25
3	637.33	14306.88	50.18	104.84	3.54	299.05	NA	95.99
4	630.38	14149.75	50.74	104.84	3.44	339.77	NA	94.93
5	641.97	14362.48	49.82	104.84	3.43	359.40	NA	93.75
6	631.86	14198.96	50.62	104.84	3.22	302.35	NA	96.13
7	641.90	14410.07	49.83	104.84	3.45	314.35	NA	96.75
8	634.79	14256.85	50.38	106.75	3.56	281.83	NA	96.04
9	632.42	14180.35	50.57	106.75	3.48	233.62	NA	94.31
10	634.35	14236.90	50.42	104.84	3.67	282.82	NA	95.38
