run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	766.72	17237.72	41.72	89.16	2.22	278.94	NA	117.19
2	770.35	17311.39	41.51	87.56	2.08	287.91	NA	117.15
3	770.83	17332.00	41.47	87.56	1.99	262.27	NA	117.84
4	774.65	17404.57	41.30	87.56	2.17	244.46	NA	117.66
5	746.45	16781.85	42.85	92.42	2.17	321.84	NA	113.94
6	770.53	17346.28	41.50	87.56	2.10	230.66	NA	119.07
7	741.82	16713.09	43.12	92.42	2.06	313.08	NA	115.45
8	770.75	17306.14	41.48	87.56	1.94	230.21	NA	116.39
9	768.73	17302.62	41.61	89.16	2.25	266.34	NA	118.61
10	770.39	17361.65	41.52	89.16	1.99	368.63	NA	120.14
