run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	482.99	10793.02	66.22	139.85	1.63	329.30	NA	69.71
2	472.61	10634.22	67.68	142.39	1.75	397.18	NA	72.77
3	472.97	10658.32	67.62	142.39	1.73	379.77	NA	73.73
4	473.95	10642.13	67.49	139.85	1.61	342.10	NA	71.58
5	474.14	10659.21	67.46	142.39	1.68	406.10	NA	72.36
6	473.75	10649.90	67.51	142.39	1.76	366.18	NA	72.30
7	480.30	10822.97	66.58	139.85	1.75	376.76	NA	74.98
8	481.74	10800.18	66.39	139.85	1.67	423.77	NA	71.68
9	482.27	10843.38	66.32	139.85	1.69	415.13	NA	73.74
10	479.26	10759.87	66.73	139.85	1.68	432.09	NA	72.28
