run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	345.84	7753.13	92.51	277.21	2.73	2086.30	NA	51.43
2	385.53	8658.31	82.98	253.35	2.99	819.34	NA	58.33
3	386.46	8710.95	82.78	257.95	2.82	788.17	NA	60.41
4	386.02	8683.73	82.87	257.95	3.08	2101.15	NA	59.32
5	396.88	8891.78	80.61	240.02	3.00	715.67	NA	58.73
6	378.09	8477.61	84.62	240.02	2.83	2848.85	NA	56.39
7	381.00	8543.11	83.97	262.64	2.95	855.88	NA	56.79
8	391.26	8775.79	81.77	240.02	2.73	3448.01	NA	58.47
9	386.86	8701.15	82.70	257.95	2.93	1019.28	NA	59.28
10	384.75	8649.80	83.15	253.35	3.15	2429.80	NA	58.70
