run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	393.96	8840.63	81.13	253.35	2.72	1222.46	NA	59.16
2	381.50	8567.50	83.84	267.41	2.77	1545.67	NA	57.69
3	370.05	8274.69	86.45	267.41	3.05	994.53	NA	53.78
4	371.09	8325.63	86.09	272.27	3.05	779.76	NA	55.63
5	366.94	8234.24	87.19	267.41	2.84	1407.13	NA	55.11
6	404.22	9032.31	79.13	248.83	2.86	906.19	NA	58.36
7	363.16	8140.16	88.10	272.27	2.84	3145.55	NA	53.91
8	384.56	8597.75	82.96	262.64	2.81	877.91	NA	55.79
9	363.12	8137.75	88.08	272.27	2.98	1610.11	NA	53.87
10	381.41	8535.04	83.88	262.64	2.86	765.98	NA	55.79
