run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	224.43	5043.40	142.48	297.92	9.09	726.12	NA	34.12
2	224.52	5038.92	142.44	297.92	9.57	767.50	NA	33.75
3	223.15	5032.67	143.30	297.92	9.67	676.55	NA	35.06
4	225.02	5046.02	142.11	297.92	7.16	773.99	NA	33.57
5	225.75	5046.60	141.65	292.60	9.32	606.22	NA	32.74
6	224.31	5036.59	142.55	297.92	10.03	672.91	NA	33.90
7	225.79	5045.66	141.62	297.92	9.49	839.12	NA	32.64
8	225.44	5059.21	141.84	297.92	10.53	708.68	NA	33.89
9	227.91	5101.92	140.31	297.92	9.34	716.99	NA	33.45
10	225.23	5037.36	141.97	297.92	9.20	1189.49	NA	32.73
