Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,Uncore Freq(Ghz),Core Freq(Ghz),Core Power License 0(%),Core Power License 1(%),Core Power License 2(%),DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,22:25:29.436,2.20,2.10,100.00,0.00,0.00,1334280976,100.00,-1,-1,1334280976,100.00,-1,-1,1334280956,100.00,-1,-1,1334280956,100.00,-1,-1,1334280936,100.00,-1,-1,1334280936,100.00,-1,-1,1334280914,100.00,-1,-1,1334280914,100.00,-1,-1,1334280900,100.00,-1,-1,1334280900,100.00,-1,-1,1334280850,100.00,-1,-1,1334280850,100.00,-1,-1,1334280826,100.00,-1,-1,1334280826,100.00,-1,-1,1334280678,100.00,-1,-1,1334280678,100.00,-1,-1,1100850705,0.00,0.00,0.00,1520139,92.78,92.69,60,702697,10.75,10.74,
2026-04-01,22:25:30.435,2.20,2.09,100.00,0.00,0.00,1333278820,100.00,-1,-1,1333278820,100.00,-1,-1,1333278844,100.00,-1,-1,1333278844,100.00,-1,-1,1333278862,100.00,-1,-1,1333278862,100.00,-1,-1,1333278882,100.00,-1,-1,1333278882,100.00,-1,-1,1333278904,100.00,-1,-1,1333278904,100.00,-1,-1,1333278884,100.00,-1,-1,1333278884,100.00,-1,-1,1333278902,100.00,-1,-1,1333278902,100.00,-1,-1,1333278922,100.00,-1,-1,1333278922,100.00,-1,-1,1100109282,0.00,0.00,0.00,1513820,92.40,92.40,60,702084,10.74,10.74,
2026-04-01,22:25:31.435,2.20,2.10,100.00,0.00,0.00,1333082430,100.00,-1,-1,1333082430,100.00,-1,-1,1333082390,100.00,-1,-1,1333082390,100.00,-1,-1,1333082284,100.00,-1,-1,1333082284,100.00,-1,-1,1333082240,100.00,-1,-1,1333082240,100.00,-1,-1,1333082160,100.00,-1,-1,1333082160,100.00,-1,-1,1333082044,100.00,-1,-1,1333082044,100.00,-1,-1,1333082000,100.00,-1,-1,1333082000,100.00,-1,-1,1333081954,100.00,-1,-1,1333081954,100.00,-1,-1,1099826951,0.00,0.00,0.00,1500967,91.61,91.61,59,698159,10.68,10.68,
2026-04-01,22:25:32.438,2.20,2.09,100.00,0.00,0.00,1334434008,100.00,-1,-1,1334434008,100.00,-1,-1,1334434050,100.00,-1,-1,1334434050,100.00,-1,-1,1334434072,100.00,-1,-1,1334434072,100.00,-1,-1,1334434108,100.00,-1,-1,1334434108,100.00,-1,-1,1334434118,100.00,-1,-1,1334434118,100.00,-1,-1,1334434146,100.00,-1,-1,1334434146,100.00,-1,-1,1334434256,100.00,-1,-1,1334434256,100.00,-1,-1,1334434238,100.00,-1,-1,1334434238,100.00,-1,-1,1101098149,0.00,0.00,0.00,1518196,92.66,92.57,60,700537,10.72,10.71,
2026-04-01,22:25:33.436,2.20,2.09,100.00,0.00,0.00,1333064164,100.00,-1,-1,1333064164,100.00,-1,-1,1333064164,100.00,-1,-1,1333064164,100.00,-1,-1,1333064162,100.00,-1,-1,1333064162,100.00,-1,-1,1333064160,100.00,-1,-1,1333064160,100.00,-1,-1,1333064160,100.00,-1,-1,1333064160,100.00,-1,-1,1333064160,100.00,-1,-1,1333064160,100.00,-1,-1,1333064160,100.00,-1,-1,1333064160,100.00,-1,-1,1333064160,100.00,-1,-1,1333064160,100.00,-1,-1,1099901841,0.00,0.00,0.00,1513691,92.39,92.48,60,699690,10.71,10.72,
2026-04-01,22:25:34.437,2.20,2.09,100.00,0.00,0.00,1333246090,100.00,-1,-1,1333246090,100.00,-1,-1,1333246090,100.00,-1,-1,1333246090,100.00,-1,-1,1333246094,100.00,-1,-1,1333246094,100.00,-1,-1,1333246096,100.00,-1,-1,1333246096,100.00,-1,-1,1333246072,100.00,-1,-1,1333246072,100.00,-1,-1,1333246076,100.00,-1,-1,1333246076,100.00,-1,-1,1333245984,100.00,-1,-1,1333245984,100.00,-1,-1,1333245990,100.00,-1,-1,1333245990,100.00,-1,-1,1100049635,0.00,0.00,0.00,1519495,92.74,92.74,61,703284,10.76,10.76,
2026-04-01,22:25:35.438,2.20,2.11,100.00,0.00,0.00,1332319506,100.00,-1,-1,1332319506,100.00,-1,-1,1332319504,100.00,-1,-1,1332319504,100.00,-1,-1,1332319510,100.00,-1,-1,1332319510,100.00,-1,-1,1332319516,100.00,-1,-1,1332319516,100.00,-1,-1,1332319518,100.00,-1,-1,1332319518,100.00,-1,-1,1332319580,100.00,-1,-1,1332319580,100.00,-1,-1,1332319654,100.00,-1,-1,1332319654,100.00,-1,-1,1332319584,100.00,-1,-1,1332319584,100.00,-1,-1,1099299086,0.00,0.00,0.00,1517643,92.63,92.63,60,702586,10.75,10.75,
2026-04-01,22:25:36.436,2.20,2.11,100.00,0.00,0.00,1333901084,100.00,-1,-1,1333901084,100.00,-1,-1,1333901080,100.00,-1,-1,1333901080,100.00,-1,-1,1333901080,100.00,-1,-1,1333901080,100.00,-1,-1,1333901076,100.00,-1,-1,1333901076,100.00,-1,-1,1333901074,100.00,-1,-1,1333901074,100.00,-1,-1,1333900994,100.00,-1,-1,1333900994,100.00,-1,-1,1333900990,100.00,-1,-1,1333900990,100.00,-1,-1,1333901094,100.00,-1,-1,1333901094,100.00,-1,-1,1100585365,0.00,0.00,0.00,1516589,92.57,92.57,61,705430,10.79,10.79,
2026-04-01,22:25:37.436,2.20,2.11,100.00,0.00,0.00,1333449894,100.00,-1,-1,1333449894,100.00,-1,-1,1333449900,100.00,-1,-1,1333449900,100.00,-1,-1,1333449906,100.00,-1,-1,1333449906,100.00,-1,-1,1333449906,100.00,-1,-1,1333449906,100.00,-1,-1,1333449902,100.00,-1,-1,1333449902,100.00,-1,-1,1333449908,100.00,-1,-1,1333449908,100.00,-1,-1,1333449906,100.00,-1,-1,1333449906,100.00,-1,-1,1333449964,100.00,-1,-1,1333449964,100.00,-1,-1,1100233241,0.00,0.00,0.00,1516373,92.55,92.46,60,702949,10.76,10.74,
