run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	228.04	5116.05	140.23	292.60	9.13	771.43	NA	34.14
2	225.59	5054.87	141.76	297.92	9.38	934.73	NA	33.44
3	226.78	5072.04	141.01	297.92	8.96	734.82	NA	32.99
4	225.91	5066.65	141.53	297.92	9.20	641.72	NA	33.68
5	225.09	5061.78	142.07	297.92	9.20	862.00	NA	34.45
6	227.81	5081.57	140.37	292.60	10.30	638.22	NA	32.35
7	227.16	5081.20	140.77	292.60	10.46	730.95	NA	33.11
8	225.92	5069.13	141.54	297.92	9.38	744.78	NA	33.84
9	226.35	5074.26	141.27	292.60	9.18	684.12	NA	33.67
10	226.70	5069.37	141.06	297.92	8.89	647.78	NA	32.94
