run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	777.56	17458.12	41.14	86.00	1.43	270.20	NA	117.31
2	776.51	17468.56	41.20	87.56	1.37	243.56	NA	119.34
3	778.11	17481.17	41.12	86.00	1.26	232.02	NA	118.07
4	776.20	17441.73	41.22	86.00	1.39	255.33	NA	117.90
5	784.13	17622.15	40.80	86.00	1.41	213.38	NA	119.40
6	792.40	17808.76	40.37	84.47	1.42	220.97	NA	120.65
7	780.04	17538.65	41.01	86.00	1.32	247.08	NA	119.27
8	788.26	17711.94	40.59	84.47	1.47	251.07	NA	119.82
9	794.12	17871.34	40.28	84.47	1.37	215.72	NA	122.36
10	784.79	17682.41	40.76	86.00	1.46	242.58	NA	122.27
